Type;BarType;Date;Symbol;Raw Symbol;Open;High;Low;Close;SettlementPrice;Volume;OpenInterest;Duration(ms);AdjustmentFactor;AdjustmentVolume
Bar;0;1999/11/17 14:30:00.000;E-MINI S&P;ESZ9^9;1680.943323046576;1681.2370915406423;1664.4922873788712;1666.254898343268;1666.254898343268;46632;30297;24300000;1.0;1.0
Bar;0;1999/11/18 14:30:00.000;E-MINI S&P;ESZ9^9;1665.6673613551359;1682.412165516907;1665.3735928610697;1678.593175094047;1678.593175094047;59493;29755;24300000;1.0;1.0
Bar;0;1999/11/19 14:30:00.000;E-MINI S&P;ESZ9^9;1678.2994065999808;1682.1183970228408;1670.9551942483267;1677.4181011177823;1677.4181011177823;41824;30660;24300000;1.0;1.0
Bar;0;1999/11/22 14:30:00.000;E-MINI S&P;ESZ9^9;1678.0056381059146;1681.2370915406423;1664.4922873788712;1677.124332623716;1677.124332623716;41945;32123;24300000;1.0;1.0
Bar;0;1999/11/23 14:30:00.000;E-MINI S&P;ESZ9^9;1677.4181011177823;1680.0620175643776;1651.8602421340263;1659.2044544856801;1659.2044544856801;51111;31958;24300000;1.0;1.0
Bar;0;1999/11/24 14:30:00.000;E-MINI S&P;ESZ9^9;1658.910685991614;1673.8928791889882;1648.041251711166;1670.3676572601944;1670.3676572601944;37183;32158;24300000;1.0;1.0
Bar;0;1999/11/26 14:30:00.000;E-MINI S&P;ESZ9^9;1670.3676572601944;1679.1807120821793;1653.329084604357;1662.1421394263418;1662.1421394263418;14372;32388;24300000;1.0;1.0
Bar;0;1999/11/29 14:30:00.000;E-MINI S&P;ESZ9^9;1662.7296764144742;1668.6050462957974;1651.8602421340263;1657.4418435212833;1657.4418435212833;54735;31867;24300000;1.0;1.0
Bar;0;1999/11/30 14:30:00.000;E-MINI S&P;ESZ9^9;1656.854306533151;1662.1421394263418;1634.2341324900565;1635.115437972255;1635.115437972255;64409;31310;24300000;1.0;1.0
Bar;0;1999/12/01 14:30:00.000;E-MINI S&P;ESZ9^9;1635.115437972255;1650.0976311696293;1628.9462995968656;1648.041251711166;1648.041251711166;57255;32328;24300000;1.0;1.0
Bar;0;1999/12/02 14:30:00.000;E-MINI S&P;ESZ9^9;1648.041251711166;1660.0857599678786;1645.6911037586367;1659.4982229797463;1659.4982229797463;42528;33359;24300000;1.0;1.0
Bar;0;1999/12/03 14:30:00.000;E-MINI S&P;ESZ9^9;1658.910685991614;1706.5011820303323;1655.091695568754;1690.3439148566933;1690.3439148566933;58991;34283;24300000;1.0;1.0
Bar;0;1999/12/06 14:30:00.000;E-MINI S&P;ESZ9^9;1689.4626093744948;1694.4566737736195;1670.0738887661282;1675.067953165253;1675.067953165253;44904;29800;24300000;1.0;1.0
Bar;0;1999/12/07 14:30:00.000;E-MINI S&P;ESZ9^9;1674.4804161771206;1681.5308600347084;1659.2044544856801;1663.6109818966727;1663.6109818966727;62473;30423;24300000;1.0;1.0
Bar;0;1999/12/08 14:30:00.000;E-MINI S&P;ESZ9^9;1663.0234449085403;1665.9611298492018;1649.2163256874308;1651.5664736399601;1651.5664736399601;51404;29591;24300000;1.0;1.0
Bar;0;1999/12/09 14:30:00.000;E-MINI S&P;ESH0^0;1648.3770018685345;1667.223880517867;1635.0392108243916;1657.6554652035904;1657.6554652035904;65167;4506;24300000;1.0;1.0
Bar;0;1999/12/10 14:30:00.000;E-MINI S&P;ESH0^0;1659.105225099693;1674.182728019159;1652.146377598401;1664.324360725662;1664.324360725662;52062;6123;24300000;1.0;1.0
Bar;0;1999/12/13 14:30:00.000;E-MINI S&P;ESH0^0;1664.324360725662;1673.3128720814973;1658.2353691620315;1666.064072600985;1666.064072600985;45106;7356;24300000;1.0;1.0
Bar;0;1999/12/14 14:30:00.000;E-MINI S&P;ESH0^0;1665.1942166633235;1678.8219596866868;1648.3770018685345;1653.0162335360624;1653.0162335360624;59542;9432;24300000;1.0;1.0
Bar;0;1999/12/15 14:30:00.000;E-MINI S&P;ESH0^0;1653.886089473724;1667.8037844763078;1641.4181543672426;1657.0755612451494;1657.0755612451494;60322;10948;24300000;1.0;1.0
Bar;0;1999/12/16 14:30:00.000;E-MINI S&P;ESH0^0;1656.205705307488;1671.5731602061744;1655.045897390606;1666.9339285386463;1666.9339285386463;52183;12677;24300000;1.0;1.0
Bar;0;1999/12/17 14:30:00.000;E-MINI S&P;ESH0^0;1667.223880517867;1682.5913354165534;1664.0344087464414;1675.3425359360408;1675.3425359360408;41538;13737;24300000;1.0;1.0
Bar;0;1999/12/20 14:30:00.000;E-MINI S&P;ESH0^0;1671.8631121853948;1680.2717195827893;1657.6554652035904;1664.324360725662;1664.324360725662;35699;13638;24300000;1.0;1.0
Bar;0;1999/12/21 14:30:00.000;E-MINI S&P;ESH0^0;1663.4545047880003;1688.9702789594044;1659.105225099693;1686.9406151048609;1686.9406151048609;44439;14763;24300000;1.0;1.0
Bar;0;1999/12/22 14:30:00.000;E-MINI S&P;ESH0^0;1686.6506631256402;1691.2898947931683;1676.2123918737022;1690.4200388555068;1690.4200388555068;31670;15359;24300000;1.0;1.0
Bar;0;1999/12/23 14:30:00.000;E-MINI S&P;ESH0^0;1688.1004230217427;1717.9654768814542;1687.8104710425223;1717.0956209437927;1717.0956209437927;24175;16605;24300000;1.0;1.0
Bar;0;1999/12/27 14:30:00.000;E-MINI S&P;ESH0^0;1714.1961011515878;1724.0544684450847;1704.3377338580908;1713.9061491723671;1713.9061491723671;30676;16486;24300000;1.0;1.0
Bar;0;1999/12/28 14:30:00.000;E-MINI S&P;ESH0^0;1713.9061491723671;1719.1252847983362;1706.0774457334137;1715.0659570892492;1715.0659570892492;28982;16383;24300000;1.0;1.0
Bar;0;1999/12/29 14:30:00.000;E-MINI S&P;ESH0^0;1714.1961011515878;1720.5750446944387;1712.1664372970442;1719.1252847983362;1719.1252847983362;22533;14217;24300000;1.0;1.0
Bar;0;1999/12/30 14:30:00.000;E-MINI S&P;ESH0^0;1719.4152367775566;1739.1319713645505;1712.4563892762646;1717.3855729230131;1717.3855729230131;21025;13415;24300000;1.0;1.0
Bar;0;1999/12/31 14:30:00.000;E-MINI S&P;ESH0^0;1717.3855729230131;1726.664036258069;1711.8764853178236;1721.4449006321001;1721.4449006321001;12265;12404;24300000;1.0;1.0
Bar;0;2000/01/03 14:30:00.000;E-MINI S&P;ESH0^0;1726.9539882372896;1735.0726436554635;1684.3310472918763;1701.1482620866652;1701.1482620866652;61938;13954;24300000;1.0;1.0
Bar;0;2000/01/04 14:30:00.000;E-MINI S&P;ESH0^0;1701.4382140658856;1703.4678779204291;1634.749258845171;1637.3588266581555;1637.3588266581555;64048;12993;24300000;1.0;1.0
Bar;0;2000/01/05 14:30:00.000;E-MINI S&P;ESH0^0;1637.0688746789351;1655.3358493698265;1606.3339648815622;1639.388490512699;1639.388490512699;73121;13855;24300000;1.0;1.0
Bar;0;2000/01/06 14:30:00.000;E-MINI S&P;ESH0^0;1636.488970720494;1654.1760414529444;1618.8018999880437;1628.37031530232;1628.37031530232;67883;14530;24300000;1.0;1.0
Bar;0;2000/01/07 14:30:00.000;E-MINI S&P;ESH0^0;1628.0803633230996;1695.0592705230347;1620.8315638425872;1693.8994626061528;1693.8994626061528;60545;15318;24300000;1.0;1.0
Bar;0;2000/01/10 14:30:00.000;E-MINI S&P;ESH0^0;1693.0296066684912;1717.6755249022337;1687.8104710425223;1710.7166774009418;1710.7166774009418;59343;16060;24300000;1.0;1.0
Bar;0;2000/01/11 14:30:00.000;E-MINI S&P;ESH0^0;1709.2669175048393;1710.7166774009418;1678.2420557282458;1686.6506631256402;1686.6506631256402;70095;16964;24300000;1.0;1.0
Bar;0;2000/01/12 14:30:00.000;E-MINI S&P;ESH0^0;1685.7808071879788;1692.7396546892708;1668.6736404139695;1672.4430161438358;1672.4430161438358;62507;16814;24300000;1.0;1.0
Bar;0;2000/01/13 14:30:00.000;E-MINI S&P;ESH0^0;1671.8631121853948;1701.1482620866652;1671.5731602061744;1691.5798467723887;1691.5798467723887;57547;15988;24300000;1.0;1.0
Bar;0;2000/01/14 14:30:00.000;E-MINI S&P;ESH0^0;1695.0592705230347;1722.3147565697616;1688.1004230217427;1714.1961011515878;1714.1961011515878;57407;16088;24300000;1.0;1.0
Bar;0;2000/01/18 14:30:00.000;E-MINI S&P;ESH0^0;1714.1961011515878;1716.805668964572;1695.6391744814757;1704.3377338580908;1704.3377338580908;65451;16845;24300000;1.0;1.0
Bar;0;2000/01/19 14:30:00.000;E-MINI S&P;ESH0^0;1703.4678779204291;1709.5568694840597;1682.0114314581124;1707.8171576087368;1707.8171576087368;57785;18110;24300000;1.0;1.0
Bar;0;2000/01/20 14:30:00.000;E-MINI S&P;ESH0^0;1708.1071095879572;1722.3147565697616;1679.4018636451278;1689.8401348970658;1689.8401348970658;77206;18744;24300000;1.0;1.0
Bar;0;2000/01/21 14:30:00.000;E-MINI S&P;ESH0^0;1687.8104710425223;1697.0889343775782;1680.8516235412303;1686.0707591671994;1686.0707591671994;58520;18300;24300000;1.0;1.0
Bar;0;2000/01/24 14:30:00.000;E-MINI S&P;ESH0^0;1686.3607111464198;1703.1779259412087;1627.5004593646586;1637.3588266581555;1637.3588266581555;71537;18846;24300000;1.0;1.0
Bar;0;2000/01/25 14:30:00.000;E-MINI S&P;ESH0^0;1636.488970720494;1652.4363295776216;1620.8315638425872;1645.187530097109;1645.187530097109;76339;18771;24300000;1.0;1.0
Bar;0;2000/01/26 14:30:00.000;E-MINI S&P;ESH0^0;1644.027722180227;1650.1167137438574;1633.2994989490685;1641.708106346463;1641.708106346463;58344;18218;24300000;1.0;1.0
Bar;0;2000/01/27 14:30:00.000;E-MINI S&P;ESH0^0;1636.1990187412734;1656.785609265929;1609.8133886322082;1635.0392108243916;1635.0392108243916;71787;19323;24300000;1.0;1.0
Bar;0;2000/01/28 14:30:00.000;E-MINI S&P;ESH0^0;1636.488970720494;1646.927241972432;1578.788526855615;1584.8775184192452;1584.8775184192452;70009;21203;24300000;1.0;1.0
Bar;0;2000/01/31 14:30:00.000;E-MINI S&P;ESH0^0;1583.4277585231428;1627.2105073854382;1573.8593432088664;1624.890891551674;1624.890891551674;64069;22297;24300000;1.0;1.0
Bar;0;2000/02/01 14:30:00.000;E-MINI S&P;ESH0^0;1626.9205554062175;1648.9569058269756;1613.5827643620746;1643.1578662425654;1643.1578662425654;58194;19996;24300000;1.0;1.0
Bar;0;2000/02/02 14:30:00.000;E-MINI S&P;ESH0^0;1642.5779622841246;1657.9454171828108;1635.329162803612;1641.708106346463;1641.708106346463;52668;21131;24300000;1.0;1.0
Bar;0;2000/02/03 14:30:00.000;E-MINI S&P;ESH0^0;1641.9980583256836;1668.0937364555284;1629.8200751984225;1666.064072600985;1666.064072600985;75186;21531;24300000;1.0;1.0
Bar;0;2000/02/04 14:30:00.000;E-MINI S&P;ESH0^0;1666.064072600985;1681.1415755204507;1654.4659934321649;1660.265033016575;1660.265033016575;60837;22426;24300000;1.0;1.0
Bar;0;2000/02/07 14:30:00.000;E-MINI S&P;ESH0^0;1657.9454171828108;1662.2946968711185;1645.76743405555;1655.3358493698265;1655.3358493698265;60552;22789;24300000;1.0;1.0
Bar;0;2000/02/08 14:30:00.000;E-MINI S&P;ESH0^0;1655.3358493698265;1681.1415755204507;1653.306185515283;1677.3721997905843;1677.3721997905843;62718;23288;24300000;1.0;1.0
Bar;0;2000/02/09 14:30:00.000;E-MINI S&P;ESH0^0;1679.4018636451278;1687.2305670840813;1643.447818221786;1644.8975781178885;1644.8975781178885;77382;24677;24300000;1.0;1.0
Bar;0;2000/02/10 14:30:00.000;E-MINI S&P;ESH0^0;1645.4774820763296;1657.6554652035904;1637.9387306165966;1646.0573860347704;1646.0573860347704;68746;23972;24300000;1.0;1.0
Bar;0;2000/02/11 14:30:00.000;E-MINI S&P;ESH0^0;1645.187530097109;1654.4659934321649;1605.4641089439008;1619.9617079049256;1619.9617079049256;72327;24276;24300000;1.0;1.0
Bar;0;2000/02/14 14:30:00.000;E-MINI S&P;ESH0^0;1619.3818039464845;1627.790411343879;1608.3636287361057;1622.2813237386897;1622.2813237386897;66869;24572;24300000;1.0;1.0
Bar;0;2000/02/15 14:30:00.000;E-MINI S&P;ESH0^0;1622.57127571791;1640.8382504088015;1601.6947332140342;1635.329162803612;1635.329162803612;79711;26301;24300000;1.0;1.0
Bar;0;2000/02/16 14:30:00.000;E-MINI S&P;ESH0^0;1635.329162803612;1639.388490512699;1612.4229564451928;1615.3224762373977;1615.3224762373977;70138;25676;24300000;1.0;1.0
Bar;0;2000/02/17 14:30:00.000;E-MINI S&P;ESH0^0;1615.3224762373977;1631.849739052966;1605.4641089439008;1606.9138688400033;1606.9138688400033;65707;26008;24300000;1.0;1.0
Bar;0;2000/02/18 14:30:00.000;E-MINI S&P;ESH0^0;1608.3636287361057;1616.1923321750592;1564.5808798738103;1569.5100635205588;1569.5100635205588;63491;26668;24300000;1.0;1.0
Bar;0;2000/02/22 14:30:00.000;E-MINI S&P;ESH0^0;1568.6402075828973;1581.6880466478199;1550.0832809127855;1564.5808798738103;1564.5808798738103;79195;26850;24300000;1.0;1.0
Bar;0;2000/02/23 14:30:00.000;E-MINI S&P;ESH0^0;1564.870831853031;1593.8660297750807;1559.3617442478414;1583.4277585231428;1583.4277585231428;69610;28104;24300000;1.0;1.0
Bar;0;2000/02/24 14:30:00.000;E-MINI S&P;ESH0^0;1583.1378065439224;1588.9368461283323;1543.7043373699346;1571.829679354323;1571.829679354323;81157;29293;24300000;1.0;1.0
Bar;0;2000/02/25 14:30:00.000;E-MINI S&P;ESH0^0;1572.4095833127637;1584.8775184192452;1543.7043373699346;1551.8229927881084;1551.8229927881084;73993;29796;24300000;1.0;1.0
Bar;0;2000/02/28 14:30:00.000;E-MINI S&P;ESH0^0;1551.2430888296674;1584.2976144608042;1539.6450096608476;1563.1311199777078;1563.1311199777078;82740;29169;24300000;1.0;1.0
Bar;0;2000/02/29 14:30:00.000;E-MINI S&P;ESH0^0;1564.870831853031;1593.5760777958603;1563.4210719569285;1591.2564619620962;1591.2564619620962;66797;28230;24300000;1.0;1.0
Bar;0;2000/03/01 14:30:00.000;E-MINI S&P;ESH0^0;1591.5464139413168;1610.6832445698697;1590.0966540452143;1606.3339648815622;1606.3339648815622;60887;29558;24300000;1.0;1.0
Bar;0;2000/03/02 14:30:00.000;E-MINI S&P;ESH0^0;1605.4641089439008;1612.7129084244132;1591.8363659205372;1606.3339648815622;1606.3339648815622;62489;30059;24300000;1.0;1.0
Bar;0;2000/03/03 14:30:00.000;E-MINI S&P;ESH0^0;1606.0440129023416;1640.548298429581;1604.5942530062391;1636.1990187412734;1636.1990187412734;65432;29923;24300000;1.0;1.0
Bar;0;2000/03/06 14:30:00.000;E-MINI S&P;ESH0^0;1636.488970720494;1638.5186345750376;1607.7837247776647;1617.932044050382;1617.932044050382;59860;29549;24300000;1.0;1.0
Bar;0;2000/03/07 14:30:00.000;E-MINI S&P;ESH0^0;1617.3521400919412;1628.950219260761;1566.9004957075745;1567.770351645236;1567.770351645236;85263;31256;24300000;1.0;1.0
Bar;0;2000/03/08 14:30:00.000;E-MINI S&P;ESH0^0;1568.930159562118;1595.8956936296242;1564.0009759153695;1584.5875664400248;1584.5875664400248;73911;30916;24300000;1.0;1.0
Bar;0;2000/03/09 14:30:00.000;E-MINI S&P;ESM0^0;1584.873799743211;1629.8124283434793;1576.2868006476185;1628.6674951307334;1628.6674951307334;49536;5974;24300000;1.0;1.0
Bar;0;2000/03/10 14:30:00.000;E-MINI S&P;ESM0^0;1629.5261950402928;1642.1204603804954;1616.6456963969038;1623.2290623701915;1623.2290623701915;65615;9561;24300000;1.0;1.0
Bar;0;2000/03/13 14:30:00.000;E-MINI S&P;ESM0^0;1622.084129157446;1623.8015289765644;1581.4390001049742;1604.623897663074;1604.623897663074;69428;11559;24300000;1.0;1.0
Bar;0;2000/03/14 14:30:00.000;E-MINI S&P;ESM0^0;1604.3376643598876;1619.2217961255817;1576.2868006476185;1580.007833589042;1580.007833589042;77793;12057;24300000;1.0;1.0
Bar;0;2000/03/15 14:30:00.000;E-MINI S&P;ESM0^0;1578.57666707311;1622.942829067005;1573.7107009189408;1618.0768629128358;1618.0768629128358;84513;16204;24300000;1.0;1.0
Bar;0;2000/03/16 14:30:00.000;E-MINI S&P;ESM0^0;1618.0768629128358;1696.2185546827288;1616.9319297000902;1692.2112884381188;1692.2112884381188;81423;19516;24300000;1.0;1.0
Bar;0;2000/03/17 14:30:00.000;E-MINI S&P;ESM0^0;1691.3525885285596;1714.823719389846;1681.0481896138485;1704.8055537783214;1704.8055537783214;65580;19528;24300000;1.0;1.0
Bar;0;2000/03/20 14:30:00.000;E-MINI S&P;ESM0^0;1701.3707541400843;1706.52295359744;1679.33078979473;1692.2112884381188;1692.2112884381188;58295;19351;24300000;1.0;1.0
Bar;0;2000/03/21 14:30:00.000;E-MINI S&P;ESM0^0;1691.638821831746;1733.71511740015;1675.3235235501202;1725.9868182141165;1725.9868182141165;69375;20284;24300000;1.0;1.0
Bar;0;2000/03/22 14:30:00.000;E-MINI S&P;ESM0^0;1726.5592848204894;1746.3093827403525;1721.9795519695067;1737.4361503415735;1737.4361503415735;63803;19191;24300000;1.0;1.0
Bar;0;2000/03/23 14:30:00.000;E-MINI S&P;ESM0^0;1737.149917038387;1778.0812793940452;1728.8491512459807;1767.7768804793338;1767.7768804793338;68603;20348;24300000;1.0;1.0
Bar;0;2000/03/24 14:30:00.000;E-MINI S&P;ESM0^0;1766.3457139634017;1802.411110164891;1757.7587148678092;1780.9436124259094;1780.9436124259094;67498;20996;24300000;1.0;1.0
Bar;0;2000/03/27 14:30:00.000;E-MINI S&P;ESM0^0;1777.2225794844858;1779.7986792131635;1758.6174147773686;1761.4797478092328;1761.4797478092328;48062;21853;24300000;1.0;1.0
Bar;0;2000/03/28 14:30:00.000;E-MINI S&P;ESM0^0;1763.197147628351;1774.0740131494351;1743.7332830116745;1752.0340488040808;1752.0340488040808;60995;23252;24300000;1.0;1.0
Bar;0;2000/03/29 14:30:00.000;E-MINI S&P;ESM0^0;1750.8891155913352;1764.6283141442834;1734.573817309709;1752.3202821072673;1752.3202821072673;60101;22668;24300000;1.0;1.0
Bar;0;2000/03/30 14:30:00.000;E-MINI S&P;ESM0^0;1751.1753488945214;1757.4724815646227;1709.957753235677;1722.2657852726932;1722.2657852726932;67211;23213;24300000;1.0;1.0
Bar;0;2000/03/31 14:30:00.000;E-MINI S&P;ESM0^0;1723.4107184854388;1761.765981112419;1718.5447523312696;1734.8600506128955;1734.8600506128955;58521;24538;24300000;1.0;1.0
Bar;0;2000/04/03 13:30:00.000;E-MINI S&P;ESM0^0;1733.4288840969634;1750.3166489849623;1719.6896855440152;1749.7441823785894;1749.7441823785894;69287;25418;24300000;1.0;1.0
Bar;0;2000/04/04 13:30:00.000;E-MINI S&P;ESM0^0;1749.7441823785894;1768.6355803888932;1638.3994274390718;1739.7260167670647;1739.7260167670647;95442;23915;24300000;1.0;1.0
Bar;0;2000/04/05 13:30:00.000;E-MINI S&P;ESM0^0;1738.0086169479462;1742.3021164957424;1707.381653506999;1723.6969517886253;1723.6969517886253;78646;24035;24300000;1.0;1.0
Bar;0;2000/04/06 13:30:00.000;E-MINI S&P;ESM0^0;1721.9795519695067;1752.6065154104535;1719.1172189376425;1736.2912171288276;1736.2912171288276;63182;24682;24300000;1.0;1.0
Bar;0;2000/04/07 13:30:00.000;E-MINI S&P;ESM0^0;1736.2912171288276;1757.4724815646227;1733.142650793777;1750.6028822881487;1750.6028822881487;59635;25173;24300000;1.0;1.0
Bar;0;2000/04/10 13:30:00.000;E-MINI S&P;ESM0^0;1752.3202821072673;1767.7768804793338;1738.0086169479462;1742.015883192556;1742.015883192556;71317;25287;24300000;1.0;1.0
Bar;0;2000/04/11 13:30:00.000;E-MINI S&P;ESM0^0;1740.5847166766239;1750.8891155913352;1714.5374860866598;1739.1535501606918;1739.1535501606918;87236;27598;24300000;1.0;1.0
Bar;0;2000/04/12 13:30:00.000;E-MINI S&P;ESM0^0;1738.581083554319;1745.450682830793;1688.776488799882;1690.7801219221867;1690.7801219221867;80050;28279;24300000;1.0;1.0
Bar;0;2000/04/13 13:30:00.000;E-MINI S&P;ESM0^0;1690.4938886190005;1708.8128200229312;1661.584324997172;1667.0227577577139;1667.0227577577139;82181;24774;24300000;1.0;1.0
Bar;0;2000/04/14 13:30:00.000;E-MINI S&P;ESM0^0;1667.881457667273;1674.7510569437472;1542.2250375684346;1565.696168429721;1565.696168429721;90233;28399;24300000;1.0;1.0
Bar;0;2000/04/17 13:30:00.000;E-MINI S&P;ESM0^0;1564.8374685201618;1619.508029428768;1536.7866048078924;1617.5043963064631;1617.5043963064631;88944;28620;24300000;1.0;1.0
Bar;0;2000/04/18 13:30:00.000;E-MINI S&P;ESM0^0;1618.0768629128358;1666.450291151341;1604.0514310567014;1663.3017248162905;1663.3017248162905;90298;29110;24300000;1.0;1.0
