Name;Value;Symbol;date;barType
ADX 10 (3);NaN;CAC 40;1999/03/01 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/02 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/03 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/04 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/05 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/08 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/09 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/10 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/11 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/12 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/15 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/16 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/17 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/18 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/19 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/22 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/23 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/24 08:00:00.000;Daily
ADX 10 (3);NaN;CAC 40;1999/03/25 08:00:00.000;Daily
ADX 10 (3);32.623352216194334;CAC 40;1999/03/26 08:00:00.000;Daily
ADX 10 (3);28.096660788039095;CAC 40;1999/03/29 07:00:00.000;Daily
ADX 10 (3);21.114132670333785;CAC 40;1999/03/30 07:00:00.000;Daily
ADX 10 (3);14.778364116664118;CAC 40;1999/03/31 07:00:00.000;Daily
ADX 10 (3);12.406371059491487;CAC 40;1999/04/01 07:00:00.000;Daily
ADX 10 (3);9.43510923704585;CAC 40;1999/04/02 07:00:00.000;Daily
ADX 10 (3);7.586123546721221;CAC 40;1999/04/05 07:00:00.000;Daily
ADX 10 (3);13.15607837560638;CAC 40;1999/04/06 07:00:00.000;Daily
ADX 10 (3);21.40209204303233;CAC 40;1999/04/07 07:00:00.000;Daily
ADX 10 (3);31.11046457360618;CAC 40;1999/04/08 07:00:00.000;Daily
ADX 10 (3);40.73860527712377;CAC 40;1999/04/09 07:00:00.000;Daily
ADX 10 (3);48.26506430628137;CAC 40;1999/04/12 07:00:00.000;Daily
ADX 10 (3);56.0700457706764;CAC 40;1999/04/13 07:00:00.000;Daily
ADX 10 (3);62.34016148050612;CAC 40;1999/04/14 07:00:00.000;Daily
ADX 10 (3);65.11721160182677;CAC 40;1999/04/15 07:00:00.000;Daily
ADX 10 (3);67.96947180999446;CAC 40;1999/04/16 07:00:00.000;Daily
