Date;InstrumentID;Side;Price;Quantity;Value;TotalCost;Comment;OrderId;Factor;Currency;RawSymbol;BrokerCost;BrokerCurrency;ClearingCost;ClearingCurrency;ExchangeCost;ExchangeCurrency;NFACost;NFACurrency;GlobexCost;GlobexCurrency;Tag
1999/03/01 08:00:00.000;CAC 40;SELL;4075.6039476426895;1;40756.03947642689;0.0;Enter in pos by buying at open;0;10;EUR;FCEH9^9;;;;;;;;;;;
1999/03/02 16:29:59.999;CAC 40;BUY;4006.7609595855342;1;40067.60959585534;0.0;Sell at Close;1;10;EUR;FCEH9^9;;;;;;;;;;;
1999/03/03 08:00:00.000;CAC 40;SELL;4025.5813448097924;1;40255.81344809792;0.0;Enter in pos by buying at open;2;10;EUR;FCEH9^9;;;;;;;;;;;
2001/09/12 15:29:59.999;CAC 40;BUY;3913.390480301069;1;39133.90480301069;0.0;Sell at Close;3;10;EUR;FCEU1^0;;;;;;;;;;;
2001/09/13 07:00:00.000;CAC 40;SELL;3901.0483948464566;1;39010.48394846456;0.0;Enter in pos by buying at open;4;10;EUR;FCEU1^0;;;;;;;;;;;
2001/09/17 15:29:59.999;CAC 40;BUY;3813.7044054753505;1;38137.0440547535;0.0;Sell at Close;5;10;EUR;FCEU1^0;;;;;;;;;;;
2001/09/18 07:00:00.000;CAC 40;SELL;3813.7044054753505;1;38137.0440547535;0.0;Enter in pos by buying at open;6;10;EUR;FCEU1^0;;;;;;;;;;;
2001/09/24 15:29:59.999;CAC 40;BUY;3664.649988831181;1;36646.49988831181;0.0;Sell at Close;7;10;EUR;FCEU1^0;;;;;;;;;;;
2001/09/25 07:00:00.000;CAC 40;SELL;3598.192605614035;1;35981.92605614035;0.0;Enter in pos by buying at open;8;10;EUR;FCEU1^0;;;;;;;;;;;
2002/06/25 15:29:59.999;CAC 40;BUY;3553.9249664166164;1;35539.249664166164;0.0;Sell at Close;9;10;EUR;FCEM2^0;;;;;;;;;;;
2002/06/26 07:00:00.000;CAC 40;SELL;3420.099099211324;1;34200.990992113235;0.0;Enter in pos by buying at open;10;10;EUR;FCEM2^0;;;;;;;;;;;
2002/07/12 15:29:59.999;CAC 40;BUY;3266.608127064967;1;32666.08127064967;0.0;Sell at Close;11;10;EUR;FCEN2^0;;;;;;;;;;;
2002/07/15 07:00:00.000;CAC 40;SELL;3222.101402654204;1;32221.014026542038;0.0;Enter in pos by buying at open;12;10;EUR;FCEN2^0;;;;;;;;;;;
2002/07/17 15:29:59.999;CAC 40;BUY;3194.748311610089;1;31947.483116100888;0.0;Sell at Close;13;10;EUR;FCEN2^0;;;;;;;;;;;
2002/07/18 07:00:00.000;CAC 40;SELL;3198.920817023598;1;31989.20817023598;0.0;Enter in pos by buying at open;14;10;EUR;FCEN2^0;;;;;;;;;;;
2002/07/25 15:29:59.999;CAC 40;BUY;2919.8265660311044;1;29198.265660311044;0.0;Sell at Close;15;10;EUR;FCEN2^0;;;;;;;;;;;
2002/07/26 07:00:00.000;CAC 40;SELL;2874.392618195117;1;28743.92618195117;0.0;Enter in pos by buying at open;16;10;EUR;FCEN2^0;;;;;;;;;;;
2002/09/25 15:29:59.999;CAC 40;BUY;2571.852806120579;1;25718.52806120579;0.0;Sell at Close;17;10;EUR;FCEU2^0;;;;;;;;;;;
2002/09/26 07:00:00.000;CAC 40;SELL;2618.4376578813713;1;26184.376578813713;0.0;Enter in pos by buying at open;18;10;EUR;FCEU2^0;;;;;;;;;;;
2002/10/01 15:29:59.999;CAC 40;BUY;2603.5326238996863;1;26035.326238996862;0.0;Sell at Close;19;10;EUR;FCEV2^0;;;;;;;;;;;
2002/10/02 07:00:00.000;CAC 40;SELL;2687.7104454851356;1;26877.104454851356;0.0;Enter in pos by buying at open;20;10;EUR;FCEV2^0;;;;;;;;;;;
2002/10/10 15:29:59.999;CAC 40;BUY;2538.6743023502418;1;25386.74302350242;0.0;Sell at Close;21;10;EUR;FCEV2^0;;;;;;;;;;;
2002/10/11 07:00:00.000;CAC 40;SELL;2557.533814290151;1;25575.33814290151;0.0;Enter in pos by buying at open;22;10;EUR;FCEV2^0;;;;;;;;;;;
2003/02/27 16:29:59.999;CAC 40;BUY;2496.1487040386446;1;24961.487040386448;0.0;Sell at Close;23;10;EUR;FCEG3^0;;;;;;;;;;;
2003/02/28 08:00:00.000;CAC 40;SELL;2475.4890219195095;1;24754.890219195095;0.0;Enter in pos by buying at open;24;10;EUR;FCEH3^0;;;;;;;;;;;
2003/03/13 16:29:59.999;CAC 40;BUY;2339.5942239803076;1;23395.942239803077;0.0;Sell at Close;25;10;EUR;FCEH3^0;;;;;;;;;;;
2003/03/14 08:00:00.000;CAC 40;SELL;2381.37269226567;1;23813.7269226567;0.0;Enter in pos by buying at open;26;10;EUR;FCEH3^0;;;;;;;;;;;
