Type;InternalType;Date;Symbol;Raw Symbol;Open;High;Low;Close;Settlement Price;Volume;Open Interest;Duration (ms)
Bar;0;1999/03/01 14:00:00.000;CRUDE OIL;CLJ9^9;16.438586910652532;16.558188593915165;16.186094468209205;16.265828923717624;16.265828923717624;43553;117780;19800000
Bar;0;1999/03/02 14:00:00.000;CRUDE OIL;CLJ9^9;16.385430606980254;16.677790277177795;16.372141531062184;16.624633973505514;16.624633973505514;48377;114436;19800000
Bar;0;1999/03/03 14:00:00.000;CRUDE OIL;CLJ9^9;16.810681036358492;17.26250961757287;16.797391960440425;17.182775162064452;17.182775162064452;94238;115438;19800000
Bar;0;1999/03/04 14:00:00.000;CRUDE OIL;CLJ9^9;17.076462554719892;17.94025248939444;17.03659532696568;17.74091635062339;17.74091635062339;104796;122122;19800000
Bar;0;1999/03/05 14:00:00.000;CRUDE OIL;CLJ9^9;17.80736173021374;17.94025248939444;17.62131466736076;17.674470971033042;17.674470971033042;65398;111765;19800000
Bar;0;1999/03/08 14:00:00.000;CRUDE OIL;CLJ9^9;18.11301047632935;18.644573513052144;17.993408793066717;18.11301047632935;18.11301047632935;97317;109164;19800000
Bar;0;1999/03/09 14:00:00.000;CRUDE OIL;CLJ9^9;18.07314324857514;18.644573513052144;17.84722895796795;18.405370146526888;18.405370146526888;91433;101898;19800000
Bar;0;1999/03/10 14:00:00.000;CRUDE OIL;CLJ9^9;18.870487803659334;19.601386979153183;18.21932308367391;19.521652523644764;19.521652523644764;111556;106712;19800000
Bar;0;1999/03/11 14:00:00.000;CRUDE OIL;CLJ9^9;19.269160081201434;19.667832358743535;18.963511335085826;19.016667638758104;19.016667638758104;80366;95486;19800000
Bar;0;1999/03/12 14:00:00.000;CRUDE OIL;CLJ9^9;19.933613877104932;20.0797937122037;19.069823942430386;19.255871005283364;19.255871005283364;86492;88096;19800000
Bar;0;1999/03/15 14:00:00.000;CRUDE OIL;CLJ9^9;19.176136549774945;19.335605460791786;18.910355031413545;19.202714701611082;19.202714701611082;57408;77276;19800000
Bar;0;1999/03/16 14:00:00.000;CRUDE OIL;CLJ9^9;19.202714701611082;19.295738233037575;19.003378562840037;19.216003777529156;19.216003777529156;42774;71003;19800000
Bar;0;1999/03/17 14:00:00.000;CRUDE OIL;CLK9^9;19.453891031996505;20.15433683681703;19.427459114833464;20.02217725100184;20.02217725100184;80279;144359;19800000
Bar;0;1999/03/18 14:00:00.000;CRUDE OIL;CLK9^9;20.511167718518053;20.643327304333248;19.691778286463855;19.95609745809424;19.95609745809424;92480;146944;19800000
Bar;0;1999/03/19 14:00:00.000;CRUDE OIL;CLK9^9;19.929665540931204;20.352576215539823;19.73142616220841;20.299712381213745;20.299712381213745;61320;151035;19800000
Bar;0;1999/03/22 14:00:00.000;CRUDE OIL;CLK9^9;20.286496422632226;20.841566683056037;19.95609745809424;20.80191880731148;20.80191880731148;77768;152998;19800000
Bar;0;1999/03/23 14:00:00.000;CRUDE OIL;CLK9^9;20.511167718518053;20.78870284872996;20.39222409128438;20.497951759936534;20.497951759936534;62449;152824;19800000
Bar;0;1999/03/24 14:00:00.000;CRUDE OIL;CLK9^9;20.7490549729854;20.920862434545153;19.91644958234968;20.273280464050707;20.273280464050707;86790;153579;19800000
Bar;0;1999/03/25 14:00:00.000;CRUDE OIL;CLK9^9;20.141120878235512;20.78870284872996;19.98252937525728;20.709407097240845;20.709407097240845;70121;154742;19800000
Bar;0;1999/03/26 14:00:00.000;CRUDE OIL;CLK9^9;20.960510310289713;21.40985290206137;20.722623055822364;21.370205026316814;21.370205026316814;70868;154263;19800000
Bar;0;1999/03/29 14:00:00.000;CRUDE OIL;CLK9^9;21.515580570713528;21.779899742343915;21.05302202036035;21.727035908017836;21.727035908017836;61730;152823;19800000
