Type;InternalType;Date;Symbol;Raw Symbol;Open;High;Low;Close;Settlement Price;Volume;Open Interest;Duration (ms)
Bar;1;1999/03/01 14:00:00.000;CRUDE OIL;CLJ9^9;16.438586910652532;16.54489951799709;16.398719682898324;16.518321366160954;16.518321366160954;0;0;3600000
Bar;1;1999/03/01 15:00:00.000;CRUDE OIL;CLJ9^9;16.518321366160954;16.558188593915165;16.265828923717624;16.332274303307972;16.332274303307972;0;0;3600000
Bar;1;1999/03/01 16:00:00.000;CRUDE OIL;CLJ9^9;16.332274303307972;16.571477669833236;16.186094468209205;16.225961695963417;16.225961695963417;0;0;3600000
Bar;1;1999/03/01 17:00:00.000;CRUDE OIL;CLJ9^9;16.239250771881487;16.345563379226046;16.172805392291135;16.305696151471835;16.305696151471835;0;0;3600000
Bar;1;1999/03/01 18:00:00.000;CRUDE OIL;CLJ9^9;16.292407075553765;16.385430606980254;16.212672620045343;16.279117999635695;16.279117999635695;0;0;3600000
Bar;1;1999/03/01 19:00:00.000;CRUDE OIL;CLJ9^9;16.239250771881487;16.398719682898324;16.239250771881487;16.332274303307972;16.332274303307972;0;0;1800000
Bar;1;1999/03/02 14:00:00.000;CRUDE OIL;CLJ9^9;16.385430606980254;16.531610442079025;16.372141531062184;16.478454138406743;16.478454138406743;0;0;3600000
Bar;1;1999/03/02 15:00:00.000;CRUDE OIL;CLJ9^9;16.478454138406743;16.505032290242884;16.358852455144113;16.451875986570606;16.451875986570606;0;0;3600000
Bar;1;1999/03/02 16:00:00.000;CRUDE OIL;CLJ9^9;16.465165062488676;16.584766745751303;16.385430606980254;16.518321366160954;16.518321366160954;0;0;3600000
Bar;1;1999/03/02 17:00:00.000;CRUDE OIL;CLJ9^9;16.505032290242884;16.637923049423584;16.505032290242884;16.518321366160954;16.518321366160954;0;0;3600000
Bar;1;1999/03/02 18:00:00.000;CRUDE OIL;CLJ9^9;16.518321366160954;16.637923049423584;16.465165062488676;16.558188593915165;16.558188593915165;0;0;3600000
Bar;1;1999/03/02 19:00:00.000;CRUDE OIL;CLJ9^9;16.54489951799709;16.637923049423584;16.478454138406743;16.505032290242884;16.505032290242884;0;0;1800000
