Type;InternalType;Date;Symbol;Raw Symbol;Open;High;Low;Close;Settlement Price;Volume;Open Interest;Duration (ms)
Bar;0;2002/07/22 13:30:00.000;AMZN;AMZN.OQ;15.15;15.65;15.0;15.46;15.46;8456600;0;23400000;1.0;1.0
Bar;0;2002/07/23 13:30:00.000;AMZN;AMZN.OQ;15.54;15.87;14.42;14.59;14.59;8610200;0;23400000;1.0;1.0
Bar;0;2002/07/24 13:30:00.000;AMZN;AMZN.OQ;12.41;14.16;12.26;14.13;14.13;15183900;0;23400000;1.0;1.0
Bar;0;2002/07/25 13:30:00.000;AMZN;AMZN.OQ;13.72;14.0;12.4;12.49;12.49;8156500;0;23400000;1.0;1.0
Bar;0;2002/07/26 13:30:00.000;AMZN;AMZN.OQ;12.72;13.11;12.5;12.93;12.93;4939700;0;23400000;1.0;1.0
Bar;0;2002/07/29 13:30:00.000;AMZN;AMZN.OQ;13.25;14.46;13.23;14.27;14.27;6098000;0;23400000;1.0;1.0
Bar;0;2002/07/30 13:30:00.000;AMZN;AMZN.OQ;14.19;14.9;14.08;14.771;14.771;4924600;0;23400000;1.0;1.0
Bar;0;2002/07/31 13:30:00.000;AMZN;AMZN.OQ;14.45;14.66;14.14;14.46;14.46;3393100;0;23400000;1.0;1.0
Bar;0;2002/08/01 13:30:00.000;AMZN;AMZN.OQ;14.28;14.5;13.99;14.26;14.26;4768500;0;23400000;1.0;1.0
Bar;0;2002/08/02 13:30:00.000;AMZN;AMZN.OQ;14.1301;14.14;13.45;13.84;13.84;3695300;0;23400000;1.0;1.0
Bar;0;2002/08/05 13:30:00.000;AMZN;AMZN.OQ;13.65;13.75;12.78;12.86;12.86;3333000;0;23400000;1.0;1.0
Bar;0;2002/08/06 13:30:00.000;AMZN;AMZN.OQ;13.27;13.89;13.15;13.75;13.75;4224700;0;23400000;1.0;1.0
Bar;0;2002/08/07 13:30:00.000;AMZN;AMZN.OQ;13.94;13.94;12.85;13.6;13.6;5048600;0;23400000;1.0;1.0
Bar;0;2002/08/08 13:30:00.000;AMZN;AMZN.OQ;13.24;14.1;13.06;13.88;13.88;5005200;0;23400000;1.0;1.0
Bar;0;2002/08/09 13:30:00.000;AMZN;AMZN.OQ;13.61;14.75;13.6;14.28;14.28;4094000;0;23400000;1.0;1.0
Bar;0;2002/08/12 13:30:00.000;AMZN;AMZN.OQ;14.14;14.48;13.95;14.48;14.48;2795100;0;23400000;1.0;1.0
Bar;0;2002/08/13 13:30:00.000;AMZN;AMZN.OQ;14.3;14.67;13.91;13.94;13.94;4546800;0;23400000;1.0;1.0
Bar;0;2002/08/14 13:30:00.000;AMZN;AMZN.OQ;13.94;14.05;13.32;13.91;13.91;6107500;0;23400000;1.0;1.0
Bar;0;2002/08/15 13:30:00.000;AMZN;AMZN.OQ;14.05;14.74;13.92;14.62;14.62;4553400;0;23400000;1.0;1.0
Bar;0;2002/08/16 13:30:00.000;AMZN;AMZN.OQ;14.88;15.0;14.81;14.9;14.9;1362800;0;23400000;1.0;1.0
Bar;0;2002/08/19 13:30:00.000;AMZN;AMZN.OQ;14.85;15.52;14.67;15.5;15.5;3638400;0;23400000;1.0;1.0
Bar;0;2002/08/20 13:30:00.000;AMZN;AMZN.OQ;15.38;16.0;15.31;15.92;15.92;6750200;0;23400000;1.0;1.0
Bar;0;2002/08/21 13:30:00.000;AMZN;AMZN.OQ;15.95;15.96;15.2;15.4;15.4;6063500;0;23400000;1.0;1.0
Bar;0;2002/08/22 13:30:00.000;AMZN;AMZN.OQ;15.34;15.95;14.93;15.69;15.69;6053000;0;23400000;1.0;1.0
Bar;0;2002/08/23 13:30:00.000;AMZN;AMZN.OQ;15.6;15.72;14.95;15.08;15.08;4357500;0;23400000;1.0;1.0
Bar;0;2002/08/26 13:30:00.000;AMZN;AMZN.OQ;15.29;15.43;14.68;14.92;14.92;5597400;0;23400000;1.0;1.0
Bar;0;2002/08/27 13:30:00.000;AMZN;AMZN.OQ;15.05;15.27;14.5;14.52;14.52;2883300;0;23400000;1.0;1.0
Bar;0;2002/08/28 13:30:00.000;AMZN;AMZN.OQ;14.47;14.97;14.37;14.57;14.57;3993100;0;23400000;1.0;1.0
Bar;0;2002/08/29 13:30:00.000;AMZN;AMZN.OQ;14.41;15.19;14.22;15.13;15.13;4972200;0;23400000;1.0;1.0
Bar;0;2002/08/30 13:30:00.000;AMZN;AMZN.OQ;14.91;15.38;14.75;14.93;14.93;2666800;0;23400000;1.0;1.0
Bar;0;2002/09/03 13:30:00.000;AMZN;AMZN.OQ;14.71;15.03;14.49;14.65;14.65;3993200;0;23400000;1.0;1.0
Bar;0;2002/09/04 13:30:00.000;AMZN;AMZN.OQ;14.66;14.95;14.27;14.81;14.81;2618600;0;23400000;1.0;1.0
Bar;0;2002/09/05 13:30:00.000;AMZN;AMZN.OQ;14.58;14.72;14.24;14.26;14.26;4239300;0;23400000;1.0;1.0
Bar;0;2002/09/06 13:30:00.000;AMZN;AMZN.OQ;14.57;15.48;14.56;15.27;15.27;4066600;0;23400000;1.0;1.0
Bar;0;2002/09/09 13:30:00.000;AMZN;AMZN.OQ;15.11;16.65;15.06;16.53;16.53;7587900;0;23400000;1.0;1.0
Bar;0;2002/09/10 13:30:00.000;AMZN;AMZN.OQ;16.76;17.14;16.7;17.14;17.14;3669200;0;23400000;1.0;1.0
Bar;0;2002/09/11 13:30:00.000;AMZN;AMZN.OQ;17.15;17.85;17.06;17.09;17.09;5547200;0;23400000;1.0;1.0
Bar;0;2002/09/12 13:30:00.000;AMZN;AMZN.OQ;16.83;17.13;16.61;16.76;16.76;6045400;0;23400000;1.0;1.0
