Name;Value;Symbol;date;barType
EMA 10 (2);NaN;CAC 40;1999/03/01 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/02 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/03 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/04 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/05 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/08 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/09 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/10 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/11 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/12 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/15 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/16 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/17 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/18 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/19 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/22 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/23 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/24 08:00:00.000;Daily
EMA 10 (2);NaN;CAC 40;1999/03/25 08:00:00.000;Daily
EMA 10 (2);4109.679111546464;CAC 40;1999/03/26 08:00:00.000;Daily
EMA 10 (2);4111.732227803726;CAC 40;1999/03/29 07:00:00.000;Daily
EMA 10 (2);4112.737924963785;CAC 40;1999/03/30 07:00:00.000;Daily
EMA 10 (2);4121.5030078163145;CAC 40;1999/03/31 07:00:00.000;Daily
EMA 10 (2);4135.206729774845;CAC 40;1999/04/01 07:00:00.000;Daily
EMA 10 (2);4147.189685190062;CAC 40;1999/04/02 07:00:00.000;Daily
EMA 10 (2);4159.0976681226175;CAC 40;1999/04/05 07:00:00.000;Daily
EMA 10 (2);4179.964813592446;CAC 40;1999/04/06 07:00:00.000;Daily
EMA 10 (2);4198.414201955944;CAC 40;1999/04/07 07:00:00.000;Daily
EMA 10 (2);4215.54929351921;CAC 40;1999/04/08 07:00:00.000;Daily
EMA 10 (2);4236.232607823882;CAC 40;1999/04/09 07:00:00.000;Daily
EMA 10 (2);4250.712316117847;CAC 40;1999/04/12 07:00:00.000;Daily
EMA 10 (2);4260.834110052471;CAC 40;1999/04/13 07:00:00.000;Daily
EMA 10 (2);4266.473572423851;CAC 40;1999/04/14 07:00:00.000;Daily
EMA 10 (2);4265.876939961464;CAC 40;1999/04/15 07:00:00.000;Daily
EMA 10 (2);4260.42395271552;CAC 40;1999/04/16 07:00:00.000;Daily
EMA 10 (2);4271.322051801423;CAC 40;1999/04/19 07:00:00.000;Daily
EMA 10 (2);4260.382697223163;CAC 40;1999/04/20 07:00:00.000;Daily
EMA 10 (2);4260.1491346839775;CAC 40;1999/04/21 07:00:00.000;Daily
EMA 10 (2);4258.658633335278;CAC 40;1999/04/22 07:00:00.000;Daily
EMA 10 (2);4251.0081416894855;CAC 40;1999/04/23 07:00:00.000;Daily
EMA 10 (2);4249.7213531663865;CAC 40;1999/04/26 07:00:00.000;Daily
EMA 10 (2);4266.063502648691;CAC 40;1999/04/27 07:00:00.000;Daily
EMA 10 (2);4277.401979973277;CAC 40;1999/04/28 07:00:00.000;Daily
EMA 10 (2);4288.593297656166;CAC 40;1999/04/29 07:00:00.000;Daily
EMA 10 (2);4306.7348948689105;CAC 40;1999/04/30 07:00:00.000;Daily
EMA 10 (2);4322.815048516153;CAC 40;1999/05/03 07:00:00.000;Daily
EMA 10 (2);4334.105786494278;CAC 40;1999/05/04 07:00:00.000;Daily
EMA 10 (2);4333.457291346411;CAC 40;1999/05/05 07:00:00.000;Daily
EMA 10 (2);4324.309546831757;CAC 40;1999/05/06 07:00:00.000;Daily
EMA 10 (2);4311.343671061959;CAC 40;1999/05/07 07:00:00.000;Daily
EMA 10 (2);4308.174538173279;CAC 40;1999/05/10 07:00:00.000;Daily
EMA 10 (2);4307.039426444638;CAC 40;1999/05/11 07:00:00.000;Daily
EMA 10 (2);4305.762863733249;CAC 40;1999/05/12 07:00:00.000;Daily
EMA 10 (2);4316.965826493852;CAC 40;1999/05/13 07:00:00.000;Daily
EMA 10 (2);4307.638879946455;CAC 40;1999/05/14 07:00:00.000;Daily
EMA 10 (2);4287.902490327106;CAC 40;1999/05/17 07:00:00.000;Daily
EMA 10 (2);4283.917195746306;CAC 40;1999/05/18 07:00:00.000;Daily
EMA 10 (2);4291.696742905583;CAC 40;1999/05/19 07:00:00.000;Daily
EMA 10 (2);4308.696191509398;CAC 40;1999/05/20 07:00:00.000;Daily
EMA 10 (2);4319.457147708342;CAC 40;1999/05/21 07:00:00.000;Daily
EMA 10 (2);4330.827014146593;CAC 40;1999/05/24 07:00:00.000;Daily
EMA 10 (2);4331.827219423688;CAC 40;1999/05/25 07:00:00.000;Daily
EMA 10 (2);4333.689767602611;CAC 40;1999/05/26 07:00:00.000;Daily
EMA 10 (2);4324.38721254586;CAC 40;1999/05/27 07:00:00.000;Daily
EMA 10 (2);4316.79444441906;CAC 40;1999/05/28 07:00:00.000;Daily
EMA 10 (2);4317.184737812157;CAC 40;1999/05/31 07:00:00.000;Daily
EMA 10 (2);4310.454535724459;CAC 40;1999/06/01 07:00:00.000;Daily
EMA 10 (2);4304.344443873543;CAC 40;1999/06/02 07:00:00.000;Daily
EMA 10 (2);4308.249309893758;CAC 40;1999/06/03 07:00:00.000;Daily
EMA 10 (2);4312.125388965075;CAC 40;1999/06/04 07:00:00.000;Daily
EMA 10 (2);4324.40549738723;CAC 40;1999/06/07 07:00:00.000;Daily
EMA 10 (2);4335.065307360181;CAC 40;1999/06/08 07:00:00.000;Daily
EMA 10 (2);4348.20823618103;CAC 40;1999/06/09 07:00:00.000;Daily
EMA 10 (2);4349.774949327163;CAC 40;1999/06/10 07:00:00.000;Daily
EMA 10 (2);4356.329351847182;CAC 40;1999/06/11 07:00:00.000;Daily
EMA 10 (2);4357.716453249973;CAC 40;1999/06/14 07:00:00.000;Daily
EMA 10 (2);4366.996203064429;CAC 40;1999/06/15 07:00:00.000;Daily
EMA 10 (2);4385.948344305249;CAC 40;1999/06/16 07:00:00.000;Daily
EMA 10 (2);4406.8916012896525;CAC 40;1999/06/17 07:00:00.000;Daily
EMA 10 (2);4429.301803356166;CAC 40;1999/06/18 07:00:00.000;Daily
EMA 10 (2);4450.746025372794;CAC 40;1999/06/21 07:00:00.000;Daily
EMA 10 (2);4462.918487731035;CAC 40;1999/06/22 07:00:00.000;Daily
EMA 10 (2);4464.763934066831;CAC 40;1999/06/23 07:00:00.000;Daily
EMA 10 (2);4459.542576787981;CAC 40;1999/06/24 07:00:00.000;Daily
EMA 10 (2);4451.062711583823;CAC 40;1999/06/25 07:00:00.000;Daily
EMA 10 (2);4452.518568032202;CAC 40;1999/06/28 07:00:00.000;Daily
EMA 10 (2);4459.754531976542;CAC 40;1999/06/29 07:00:00.000;Daily
EMA 10 (2);4474.525913623385;CAC 40;1999/06/30 07:00:00.000;Daily
EMA 10 (2);4498.625103397079;CAC 40;1999/07/01 07:00:00.000;Daily
EMA 10 (2);4521.928025014484;CAC 40;1999/07/02 07:00:00.000;Daily
EMA 10 (2);4549.4420173924;CAC 40;1999/07/05 07:00:00.000;Daily
EMA 10 (2);4574.354894022071;CAC 40;1999/07/06 07:00:00.000;Daily
EMA 10 (2);4590.691922011469;CAC 40;1999/07/07 07:00:00.000;Daily
